URI,UniqueNumber,UniqueName,Synonym1,Synonym2,TextDefinition,Source,Notes,SuperClass1,SuperClass2,SuperClass3,SuperClass4,SuperClass5,ISO15926-2Entity,Classification1,Classification2,Classification3,Classification4,,"key-1
naming","key-2
references","key-3
source","key-4
classification","key-1
entity",,"Blue
(new)","Yellow
(changed)","Green
(moved)","Red
(deprecated)",,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABORTING,3,ABORTING,,,<ABORTING> is the <Activity> of terminating prematurely,,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABOVE,25047,ABOVE,,,<ABOVE> is a <RelativeLocation> where the located is above the locator,,,RelativeLocation,,,,,ClassOfRelativeLocation,"STRUCTURE, CONTAINMENT, LOCATION",,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABOVE_GROUND_GAS_PRESSURISED_STORAGE_SYSTEM,25048,ABOVE GROUND GAS PRESSURISED STORAGE SYSTEM,,,"An <ABOVE GROUND GAS PRESSURISED STORAGE SYSTEM> is a <GAS PRESSURISED STORAGE SYSTEM> and a <LIQUID ATMOSPHERIC STORAGE SYSTEM> for storage in tank, half buried or earth covered tankage","Saga, Hydro and Statoil cost coding system SCCS.",,GAS PRESSURISED STORAGE SYSTEM,LIQUID ATMOSPHERIC STORAGE SYSTEM,,,,ClassOfInanimatePhysicalObject,STATIC EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABRADABLE_SEAL,7282,ABRADABLE SEAL,,,An <ABRADABLE SEAL> is a <MECHANICAL SEAL> that is provided with abradable materials to reduce clearances with minimum risk to turbine or compressor components during rubs. It is made of a abradable material so that seal wears out in motion and not the other component which is in contact with it. It is a sacrificial part,,,MECHANICAL SEAL,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABRADABLE_STATIC_LABYRINTH_SEAL,7283,ABRADABLE STATIC LABYRINTH SEAL,,,An <ABRADABLE STATIC LABYRINTH SEAL> is an <ABRADABLE SEAL> and a <STATIC LABYRINTH SEAL>. The abradable part is static.,ICAAMC,,ABRADABLE SEAL,STATIC LABYRINTH SEAL,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABRASING,4,ABRASING,,,"<ABRASING> is the <Activity> of wearing down or rub off, especially by friction",,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABRASIVE_BLASTING,25049,ABRASIVE BLASTING,,,"<ABRASIVE BLASTING> is <BLASTING> by forcibly propelling a stream of abrasive material against a surface under high pressure to smoothen a rough surface, roughen a smooth surface, shape a surface, or remove surface contaminants",,,BLASTING,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_ACTIVITY_OF_B,5513,ABSOLUTE ACTIVITY OF B,,,"An <ABSOLUTE ACTIVITY OF B> is a <Property> that is calculated as: lambda = exp(mu_B/RT) where mu_B is the chemical potential of substance B, R is the molar gas constant and T the thermodynamic temperature",,,Property,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_DESIGN_PRESSURE,5514,ABSOLUTE DESIGN PRESSURE,,,An <ABSOLUTE DESIGN PRESSURE> is an <IndirectProperty> that refers to a <DESIGN PRESSURE> that is relative to a full vacuum,,,IndirectProperty,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_HUMIDITY,5515,ABSOLUTE HUMIDITY,,,An <ABSOLUTE HUMIDITY> is a <Property> that is a <RATIO> of the mass of water vapour in a sample of moist air to the volume of the sample,,,Property,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_HUMIDITY_MEASURING_ELEMENT,25050,ABSOLUTE HUMIDITY MEASURING ELEMENT,,,An <ABSOLUTE HUMIDITY MEASURING ELEMENT> is a <HUMIDITY MEASURING ELEMENT> for the measurement of <ABSOLUTE HUMIDITY>,,,HUMIDITY MEASURING ELEMENT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_HUMIDITY_MEASURING_INSTRUMENT,25051,ABSOLUTE HUMIDITY MEASURING INSTRUMENT,,,"An <ABSOLUTE HUMIDITY MEASURING INSTRUMENT> is a <HUMIDITY MEASURING INSTRUMENT> for the measurement of <ABSOLUTE HUMIDITY>, that handles the measurement result from an <ABSOLUTE HUMIDITY MEASURING ELEMENT>",,,HUMIDITY MEASURING INSTRUMENT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_HUMIDITY_PROBE,25052,ABSOLUTE HUMIDITY PROBE,,,An <ABSOLUTE HUMIDITY PROBE> is an <INSTRUMENTATION ITEM> and  an <ABSOLUTE HUMIDITY MEASURING ELEMENT> for measurement of <ABSOLUTE HUMIDITY>,,,ABSOLUTE HUMIDITY MEASURING ELEMENT,INSTRUMENTATION ITEM,,,,ClassOfInanimatePhysicalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_HUMIDITY_TRANSMITTER,2932,ABSOLUTE HUMIDITY TRANSMITTER,,,An <ABSOLUTE HUMIDITY TRANSMITTER> is an <ABSOLUTE HUMIDITY MEASURING INSTRUMENT> and a <PROCESS VARIABLE TRANSMITTER> for <ABSOLUTE HUMIDITY> measurement,,,ABSOLUTE HUMIDITY MEASURING INSTRUMENT,PROCESS VARIABLE TRANSMITTER,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_OPERATING_PRESSURE,5516,ABSOLUTE OPERATING PRESSURE,,,An <ABSOLUTE OPERATING PRESSURE> is an <ABSOLUTE PRESSURE> and an <OPERATING PRESSURE>,,,ABSOLUTE PRESSURE,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE,5517,ABSOLUTE PRESSURE,,,An <ABSOLUTE PRESSURE> is a <PRESSURE> that is relative to a full vacuum,,,PRESSURE,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE_GAUGE,25053,ABSOLUTE PRESSURE GAUGE,,,An <ABSOLUTE PRESSURE GAUGE> is a <PRESSURE GAUGE> and an <ABSOLUTE PRESSURE MEASURING INSTRUMENT> using a <ABSOLUTE PRESSURE MEASURING ELEMENT>,,,ABSOLUTE PRESSURE MEASURING INSTRUMENT,PRESSURE GAUGE,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE_MEASURING_ELEMENT,25054,ABSOLUTE PRESSURE MEASURING ELEMENT,,,An <ABSOLUTE PRESSURE MEASURING ELEMENT> is a <PRESSURE MEASURING ELEMENT> for the measurement of <ABSOLUTE PRESSURE>,,,PRESSURE MEASURING ELEMENT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE_MEASURING_ELEMENT_-_CAPSULE,25058,ABSOLUTE PRESSURE MEASURING ELEMENT - CAPSULE,,,"A <ABSOLUTE PRESSURE MEASURING ELEMENT - CAPSULE>  is an <INSTRUMENTATION ITEM> and a <ABSOLUTE PRESSURE MEASURING ELEMENT> that is a small, flexible metal box called an aneroid cell (capsule)",,,ABSOLUTE PRESSURE MEASURING ELEMENT,INSTRUMENTATION ITEM,,,,ClassOfInanimatePhysicalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE_MEASURING_ELEMENT_-_DIAPHRAGM,25055,ABSOLUTE PRESSURE MEASURING ELEMENT - DIAPHRAGM,,,An <ABSOLUTE PRESSURE MEASURING ELEMENT - DIAPHRAGM> is an <INSTRUMENTATION ITEM> and  an <ABSOLUTE PRESSURE MEASURING ELEMENT> that is a diaphragm with a reference chamber on the side of that diaphragm that not subject to pressure. In that reference chamber an absolute vacuum is given as reference pressure,,,ABSOLUTE PRESSURE MEASURING ELEMENT,INSTRUMENTATION ITEM,,,,ClassOfInanimatePhysicalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE_MEASURING_INSTRUMENT,25056,ABSOLUTE PRESSURE MEASURING INSTRUMENT,,,"An <ABSOLUTE PRESSURE MEASURING INSTRUMENT> is a <PRESSURE MEASURING INSTRUMENT> for the measurement of <ABSOLUTE PRESSURE>, that handles the measurement result from an <ABSOLUTE PRESSURE MEASURING ELEMENT>",,,PRESSURE MEASURING INSTRUMENT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE_MEASURING_INSTRUMENT_-_DIAPHRAGM,25057,ABSOLUTE PRESSURE MEASURING INSTRUMENT - DIAPHRAGM,,,"A <ABSOLUTE PRESSURE MEASURING INSTRUMENT - DIAPHRAGM> is an <INSTRUMENTATION ITEM> and a <ABSOLUTE PRESSURE MEASURING INSTRUMENT> for the measurement of <ABSOLUTE PRESSURE>, that handles the measurement result from a <ABSOLUTE PRESSURE MEASURING ELEMENT - DIAPHRAGM>",,,ABSOLUTE PRESSURE MEASURING INSTRUMENT,INSTRUMENTATION ITEM,,,,ClassOfInanimatePhysicalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE_SCALE_CLASS,25059,ABSOLUTE PRESSURE SCALE CLASS,,,An <ABSOLUTE PRESSURE SCALE CLASS> is a <DOMAIN SCALE CLASS> that is a scale for <ABSOLUTE PRESSURE>,,,DOMAIN SCALE CLASS,,,,,ClassOfScale,UOM (SCALE),,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE_SWITCH,25060,ABSOLUTE PRESSURE SWITCH,,,An <ABSOLUTE PRESSURE SWITCH> is a <PRESSURE SWITCH> and an <ABSOLUTE PRESSURE MEASURING INSTRUMENT>,,,ABSOLUTE PRESSURE MEASURING INSTRUMENT,PRESSURE SWITCH,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_PRESSURE_TRANSMITTER,4215,ABSOLUTE PRESSURE TRANSMITTER,,,An <ABSOLUTE PRESSURE TRANSMITTER> is a <PRESSURE TRANSMITTER> and an <ABSOLUTE PRESSURE MEASURING INSTRUMENT>,,The transmitter is generating a standardized output signal representing the actual pressure relative to full vacuum.,ABSOLUTE PRESSURE MEASURING INSTRUMENT,PRESSURE TRANSMITTER,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSOLUTE_TEMPERATURE,5518,ABSOLUTE TEMPERATURE,,,An <ABSOLUTE TEMPERATURE> is a <TEMPERATURE> that is relative to absolute zero,,,TEMPERATURE,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSORBED_DOSE,5519,ABSORBED DOSE,,,"An <ABSORBED DOSE>  is a <Property> that represents a <QUANTITY> of ionizing radiation absorbed by a unit mass of matter, especially living tissue, given by D = d epsilon~/d m where d epsilon~is the mean energy imparted by ionizing radiation to an element of irradiated matter with mass d m",,,Property,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSORBED_DOSE_RATE,5520,ABSORBED DOSE RATE,,,An <ABSORBED DOSE RATE> is a <RATE> D = dD/dt where dD is the increment of <ABSORBED DOSE> during <TIME> interval with <DURATION> dt,,,RATE,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSORBER,1795,ABSORBER,,,An <ABSORBER> is a <FunctionalObject> that has a capability of <ABSORBING>,,,FunctionalObject,,,,,ClassOfFunctionalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSORBING,5,ABSORBING,,,"<ABSORBING> is the <Activity> of sucking up or take up by various means for example by capillary, osmosis, solvent, or chemical action",,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSORPTANCE,25061,ABSORPTANCE,,,"An <ABSORPTANCE> of the surface of a material is a <Property> that represents its effectiveness in absorbing radiant energy, where alpha = Phi_a/ Phi_m where Phi_a is the absorbed radiant flux or the absorbed <LUMINOUS FLUX> and Phi_m is the radiant flux or <LUMINOUS FLUX> of the incident radiation",,,Property,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSORPTION_FACTOR,5521,ABSORPTION FACTOR,,,An <ABSORPTION FACTOR> is a <RATIO> of the dissipated and transmitted <SOUND POWER> to the incident sound power,,,RATIO,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ABSTRACTOBJECT,26787,AbstractObject,,,An <AbstractObject> is a <Thing> that does not exist in space-time,ISO 15926-2,This class is defined in ISO 15926-2:2003,Thing,,,,,Class,ISO15926-2 ENTITY TYPE,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/AC_CONDUCTANCE,5706,AC CONDUCTANCE,,,An <AC CONDUCTANCE> is an <ELECTRIC CONDUCTANCE> and is A G = Re.Y_ where Y_ is admittance,,,ELECTRIC CONDUCTANCE,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/AC_ELECTRIC_POWER_SUPPLY_UNIT,2329,AC ELECTRIC POWER SUPPLY UNIT,,,An <AC ELECTRIC POWER SUPPLY UNIT> is a <ELECTRIC POWER SUPPLY UNIT> and an <AC POWER SUPPLY> with Alternate Current output,,,AC POWER SUPPLY,ELECTRIC POWER SUPPLY UNIT,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/AC_ELECTROLYTIC_CAPACITOR,2327,AC ELECTROLYTIC CAPACITOR,,,An <AC ELECTROLYTIC CAPACITOR> is an <ELECTROLYTIC CAPACITOR> specially designed for ac operation.,Le grand dictionnaire terminologique (www.granddictionnaire.com),,ELECTROLYTIC CAPACITOR,,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/AC_FILTER,2328,AC FILTER,,,"An <AC FILTER> is an <ARTEFACT> and an <ELECTRICAL FILTER> on the AC side of a converter, designed to reduce the circulation of harmonic currents in the associated system",IEV 551-14-19,,ARTEFACT,ELECTRICAL FILTER,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/AC_GENERATOR_DATA_SHEET,25062,AC GENERATOR DATA SHEET,,,An <AC GENERATOR DATA SHEET> is a <DATASHEET> for an <ALTERNATING CURRENT GENERATOR>,,,DATASHEET,,,,,ClassOfInformationObject,DOCUMENT AND (RE)PRESENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/AC_GENERATOR_DATASHEET_DEFINITION,25063,AC GENERATOR DATASHEET DEFINITION,,,An <AC GENERATOR DATASHEET DEFINITION> is a <DATASHEET DEFINITION> for an <AC GENERATOR DATASHEET>,,,DATASHEET DEFINITION,,,,,DocumentDefinition,DOCUMENT AND (RE)PRESENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/AC_POWER_SUPPLY,25065,AC POWER SUPPLY,,,An <AC POWER SUPPLY> is an <ELECTRIC POWER SUPPLY> that supplies alternating current,,,ELECTRIC POWER SUPPLY,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATED_UNDERREACH_PROTECTING,6,ACCELERATED UNDERREACH PROTECTING,,,"<ACCELERATED UNDERREACH PROTECTING> is <UNIT PROTECTING USING TELECOMMUNICATION>, generally distance PROTECTING, with underreach PROTECTING at each section end and in which a signal is transmitted when a fault is detected by the underreach PROTECTING",IEC50-448-15-13,,UNIT PROTECTING USING TELECOMMUNICATION,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATING,7,ACCELERATING,,,"<ACCELERATING> is the <Activity> which refers to the process of increasing speed, velocity, or rate of change over time",,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATION,5523,ACCELERATION,,,"An <ACCELERATION> is a <VECTOR> that is the rate of change of velocity of an object with respect to time, given by a = dv/dt where v is an <SPEED> (velocity) and t is a <TIME>",ISO 31-1: Applies to rectilinear motion. It also applies generally if a and v are vectors.,,VECTOR,,,,,ClassOfAbstractObject,MISCELLANEOUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATION_CHANNEL_MONITOR,25066,ACCELERATION CHANNEL MONITOR,,,An <ACCELERATION CHANNEL MONITOR> is a <CHANNEL MONITOR> for rate of change of velocity with respect to time,,,CHANNEL MONITOR,,,,,ClassOfInanimatePhysicalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATION_DUE_TO_GRAVITY,5524,ACCELERATION DUE TO GRAVITY,ACCELERATION OF FREE FALL,,"The <ACCELERATION DUE TO GRAVITY> is a <PossibleIndividual> that has a <Property> that is g =(def) 9,80665 m/s2",,The acceleration at start of an object at free fall using the earth as the reference system.,Property,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATION_MEASURING_ELEMENT,25068,ACCELERATION MEASURING ELEMENT,,,An <ACCELERATION MEASURING ELEMENT> is an <INSTRUMENTATION ITEM> and a <MEASURING ELEMENT> for <ACCELERATION> measurement,,,MEASURING ELEMENT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATION_MEASURING_INSTRUMENT,25069,ACCELERATION MEASURING INSTRUMENT,,,"An <ACCELERATION MEASURING INSTRUMENT> is a <MEASURING INSTRUMENT> for measurement of <ACCELERATION>, that handles the measurement result from a <ACCELERATION MEASURING ELEMENT>",,,MEASURING INSTRUMENT,,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATION_OF_GRAVITY,25070,ACCELERATION OF GRAVITY,,,"An <ACCELERATION OF GRAVITY> is an <ACCELERATION > and a <VECTOR> that is a gravitational force between any two masses that is equal in magnitude for each mass, and is aligned to draw the two masses toward each other",,,ACCELERATION,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATION_SCALE_CLASS,25071,ACCELERATION SCALE CLASS,ACCELERATION SCALE,,An <ACCELERATION SCALE CLASS>   is a <DOMAIN SCALE CLASS> for acceleration,,,DOMAIN SCALE CLASS,,,,,ClassOfScale,UOM (SCALE),,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELERATION-BASED_VIBRATION_CHANNEL,25072,ACCELERATION-BASED VIBRATION CHANNEL,,,An <ACCELERATION-BASED VIBRATION CHANNEL> is a <MONITOR CHANNEL> that carries values of <VIBRATION> derived from acceleration measurements,,,MONITOR CHANNEL,,,,,ClassOfInanimatePhysicalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCELLERATION_TRANSMITTER,25073,ACCELLERATION TRANSMITTER,,,An <ACCELLERATION TRANSMITTER>is a <PROCESS VARIABLE TRANSMITTER> and an <ACCELERATION MEASURING INSTRUMENT>,,,ACCELERATION MEASURING INSTRUMENT,PROCESS VARIABLE TRANSMITTER,,,,ClassOfFunctionalObject,INSTRUMENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCEPTANCE_TESTING,8,ACCEPTANCE TESTING,,,<ACCEPTANCE TESTING> is the <Activity> that is performed to determine whether a product meets the requirements and specifications set by the customer or end-user,,,ELECTRICAL ROTATING MACHINE TESTING,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCEPTING,9,ACCEPTING,,,"<ACCEPTING> is the <Activity> acknowledging, receiving, or embracing something that is offered, given, or presented",,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCEPTOR_IONIZATION_ENERGY,25074,ACCEPTOR IONIZATION ENERGY,,,An <ACCEPTOR IONIZATION ENERGY> is an <Indirect Property> that is an <IONIZATION ENERGY> of an <ACCEPTOR>,ISO 31-13:1992(E),,IONIZATION ENERGY,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCEPTOR_NUMBER_DENSITY,5525,ACCEPTOR NUMBER DENSITY,,,An <ACCEPTOR NUMBER DENSITY> is a <COUNT> that is the number per volume of acceptor levels,,,COUNT,,,,,SinglePropertyDimension,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCESS_CODE,25075,ACCESS CODE,,,"An <ACCESS CODE> is an <IDENTIFYING STRING> that is an unambiguous flag, within an information system, indication how, the document may be spread outside of the information system within which it is contained",,,IDENTIFYING STRING,,,,,ClassOfClassOfInformationRepresentation,"DEFINITION, DESCRIPTION, IDENTIFICATION",,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCESS_ENABLER,25076,ACCESS ENABLER,,,An <ACCESS ENABLER> is an <ENABLER> that is capable of <ENABLING> access to some <SpatialLocation>,,,ENABLER,,,,,ClassOfFunctionalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCIDENT,25077,ACCIDENT,,,"An <ACCIDENT> is an <Event> that occurs unexpectedly and unintentionally, typically resulting in damage or injury",,,Event,,,,,ClassOfEvent,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCIDENT_REPORT,25078,ACCIDENT REPORT,,,"An <ACCIDENT REPORT> is a <REPORT> of all accidents occurring during the projects, including on-site, in contractors offices, etc",,,REPORT,,,,,ClassOfInformationObject,DOCUMENT AND (RE)PRESENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCOMMODATING,10,ACCOMMODATING,,,"<ACCOMMODATING> is the <Activity> of providing with something desired, needed, or suited (as a helpful service, a loan, or lodgings)",,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCOMMODATION_PHILOSOPHY,25079,ACCOMMODATION PHILOSOPHY,,,"An <ACCOMMODATION PHILOSOPHY> is a <PHILOSOPHY REPORT> with design considerations for accommodating personnel, including temporary refuges and associated facilities",,,PHILOSOPHY REPORT,,,,,ClassOfInformationObject,DOCUMENT AND (RE)PRESENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCOMODATION,25080,ACCOMODATION,,,An <ACCOMODATION> is a <SpatialLocation> that is an instance of <Role> that is the location for an <Activity>,,,SpatialLocation,,,,,Role,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCOMODATION_CONTAINER,25081,ACCOMODATION CONTAINER,,,An <ACCOMODATION CONTAINER> is a <SERVICE CONTAINER> and an <ACCOMODATOR> that is intended to be an <ACCOMODATION>,,,ACCOMODATOR,SERVICE CONTAINER,,,,ClassOfInanimatePhysicalObject,TOOLS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCOMODATOR,25082,ACCOMODATOR,,,An <ACCOMODATOR> is a <FunctionalObject> that is capable of <ACCOMODATING>,,,FunctionalObject,,,,,ClassOfFunctionalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCORDING,11,ACCORDING,,,<ACCORDING> is the <Activity> of agreeing by granting as suitable or proper,,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCOUNT,25083,ACCOUNT,,,"An <ACCOUNT> is a <STATEMENT> that is a reckoning as to money, stock, or like, of what that has been received and expended with a calculation of the balance",,,STATEMENT,,,,,ClassOfInformationObject,DOCUMENT AND (RE)PRESENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/ACCOUNTING,12,ACCOUNTING,,,<ACCOUNTING> is the <Activity> of furnishing a justifying analysis or explanation,,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
